	Article	Match
4	Apache Kylin	apache kylin''' is an [[open-source software
5	Apache Kylin	apache software foundation]].<ref>apache software
6	Apache Kylin	apache software
7	Apache Kylin	apache software foundation. [https://blogs.apache.org/foundation/entry/the_apache_software
8	Apache Kylin	apache software
9	Apache Kylin	"apache.org/foundation/entry/the_apache_software_foundation_announces85 ""the apache software"
10	Apache Kylin	apache.org/foundation/entry/the_apache_software
11	Apache Kylin	"apache_software_foundation_announces85 ""the apache software"
12	Apache Kylin	apache_software
13	Apache Kylin	apache software
14	Apache Kylin	apache}} {{business-software-stub}} {{database-software-stub}} [[category:free software
15	Apache Kylin	apache}} {{business-software-stub}} {{database-software
16	Apache Kylin	apache}} {{business-software
0	Apache Commons Logging	apache commons logging | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Commons Logging	apache software
2	Apache Commons Logging	apache.org/proper/commons-logging/}} {{apache}} [[category:apache software
3	Apache Commons Logging	apache}} [[category:apache software foundation|commons logging]] [[category:free software
4	Apache Commons Logging	apache}} [[category:apache software
5	Apache Commons Logging	apache software foundation|commons logging]] [[category:free software
6	Apache Commons Logging	apache software
0	Apache Tika	apache-tika.png|130px|tika logo]] | screenshot = | caption = | developer = [[apache software
1	Apache Tika	apache software
2	Apache Tika	apache software
3	Apache Tika	apache.org/1.12/formats.html| title= the apache software
4	Apache Tika	apache software
5	Apache Tika	apache}} [[category:apache software foundation|tika]] [[category:java platform]] [[category:free software
6	Apache Tika	apache}} [[category:apache software
7	Apache Tika	apache software foundation|tika]] [[category:java platform]] [[category:free software
8	Apache Tika	apache software
0	Apache Fortress	apache fortress | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Fortress	apache software
2	Apache Fortress	apache.org/fortress/ }} '''apache fortress''' is an [[open source]] project of the [[apache software
3	Apache Fortress	apache fortress''' is an [[open source]] project of the [[apache software
4	Apache Fortress	apache software
5	Apache Fortress	apache.org/mod_mbox/directory-dev/201409.mbox/%3c54181fd6.1060200%40att.net%3e |publisher=apache software
6	Apache Fortress	apache software
7	Apache Fortress	apache}} [[category:apache software
8	Apache Fortress	apache software
0	Apache Apex	apache apex | logo = apache apex logo small.png | screenshot = | caption = | developer = [[apache software
1	Apache Apex	apache apex logo small.png | screenshot = | caption = | developer = [[apache software
2	Apache Apex	apache software
3	Apache Apex	apache.org|title=apache apex web page}}</ref> apache apex was named a top-level project by the apache software
4	Apache Apex	apache apex web page}}</ref> apache apex was named a top-level project by the apache software
5	Apache Apex	apache apex was named a top-level project by the apache software
6	Apache Apex	apache software
7	Apache Apex	apache.org/foundation/entry/the_apache_software_foundation_announces90|title=the apache software
8	Apache Apex	apache.org/foundation/entry/the_apache_software
9	Apache Apex	apache_software_foundation_announces90|title=the apache software
10	Apache Apex	apache_software
11	Apache Apex	apache software foundation announces apache® apex™ as a top-level project|work=the apache software
12	Apache Apex	apache software
13	Apache Apex	apache® apex™ as a top-level project|work=the apache software
14	Apache Apex	apache software
15	Apache Apex	apache apex.<ref>{{cite web|url=http://www.informationweek.com/big-data/software
16	Apache Apex	apache software
17	Apache Apex	apache software foundation projects|apex]] [[category:free software
18	Apache Apex	apache software
19	Apache Apex	apache software foundation]] [[category:software using the apache license]] [[category:free system software
20	Apache Apex	apache software foundation]] [[category:software
21	Apache Apex	apache software
22	Apache Apex	apache license]] [[category:free system software
0	Aspose.Words	apache poi]] *[[office open xml software
0	Apache Yetus	apache yetus | logo = | screenshot = | caption = | developer = [[apache software
1	Apache Yetus	apache software
2	Apache Yetus	apache yetus''' is a collection of libraries and tools that enable contribution and release processes for software
3	Apache Yetus	apache}} [[category:java (programming language) libraries]] [[category:apache software
4	Apache Yetus	apache software foundation|yetus]] {{network-software
5	Apache Yetus	apache software
0	Apache Mynewt	apache_mynewt_logo.png | screenshot = | caption = mynewt official logo | developer = [[apache software
1	Apache Mynewt	apache software
2	Apache Mynewt	apache software
3	Apache Mynewt	apache license 2.0]], a permissive license that is conducive to commercial adoption of [[open-source software
0	AeroGear	apache license]] [[category:cross-platform mobile software]] [[category:cross-platform free software
1	AeroGear	apache license]] [[category:cross-platform mobile software
0	Apache NiFi	apache license]] 2.0 | website = {{url|https://nifi.apache.org}} }} '''apache nifi''' is a software
1	Apache NiFi	apache.org}} }} '''apache nifi''' is a software project from the [[apache software
2	Apache NiFi	apache.org}} }} '''apache nifi''' is a software
3	Apache NiFi	apache nifi''' is a software project from the [[apache software
4	Apache NiFi	apache nifi''' is a software
5	Apache NiFi	apache software
6	Apache NiFi	apache software
0	Apache Serf	apache software
1	Apache Serf	apache.org|title=apache serf|website=apache software
2	Apache Serf	apache serf|website=apache software
3	Apache Serf	apache software
4	Apache Serf	apache.org archive.apache.org]. ==references== {{reflist}} [[category:apache software
5	Apache Serf	apache.org]. ==references== {{reflist}} [[category:apache software foundation|serf]] [[category:software
6	Apache Serf	apache.org]. ==references== {{reflist}} [[category:apache software
7	Apache Serf	apache software foundation|serf]] [[category:software using the apache license]] {{free-software
8	Apache Serf	apache software foundation|serf]] [[category:software
9	Apache Serf	apache software
10	Apache Serf	apache license]] {{free-software
0	Apache Beam	apache software
1	Apache Beam	apache license]] 2.0 | website = {{url|https://beam.apache.org}} }} '''apache beam''' is an [[open-source software
2	Apache Beam	apache.org}} }} '''apache beam''' is an [[open-source software
3	Apache Beam	apache beam''' is an [[open-source software
4	Apache Beam	apache software
5	Apache Beam	apache software foundation projects]] ==references== {{reflist|30em}} {{apache}} [[category:apache software
6	Apache Beam	apache software
7	Apache Beam	apache}} [[category:apache software foundation|beam]] [[category:apache software
8	Apache Beam	apache}} [[category:apache software
9	Apache Beam	apache software foundation|beam]] [[category:apache software
10	Apache Beam	apache software
11	Apache Beam	apache software
0	Apache SINGA	apache singa|logo=apache singa logo.png|caption=singa logo|developer=[[apache software
1	Apache SINGA	apache singa logo.png|caption=singa logo|developer=[[apache software
2	Apache SINGA	apache software
3	Apache SINGA	apache singa software stack|center|frameless|400x400px]] == see also == * [[list of apache software
4	Apache SINGA	apache singa software
5	Apache SINGA	apache software foundation projects]] * [[comparison of deep learning software
6	Apache SINGA	apache software
7	Apache SINGA	apache.org/en/index.html}} {{apache}} {{deep_learning_software}} [[category:apache software
8	Apache SINGA	apache.org/en/index.html}} {{apache}} {{deep_learning_software
9	Apache SINGA	apache}} {{deep_learning_software}} [[category:apache software foundation projects]] [[category:free software
10	Apache SINGA	apache}} {{deep_learning_software}} [[category:apache software
11	Apache SINGA	apache}} {{deep_learning_software
12	Apache SINGA	apache software foundation projects]] [[category:free software
13	Apache SINGA	apache software
0	Apache Parquet	apache parquet 1.0 was released in july 2013. from april 27, 2015 apache parquet is a top-level apache software
1	Apache Parquet	apache parquet is a top-level apache software
2	Apache Parquet	apache software
3	Apache Parquet	apache.org/foundation/entry/the_apache_software
4	Apache Parquet	apache_software
5	Apache Parquet	apache hive]], [[apache drill]], [[cloudera impala]], [[apache crunch]], [[apache pig]], [[cascading (software
6	Apache Parquet	apache drill]], [[cloudera impala]], [[apache crunch]], [[apache pig]], [[cascading (software
7	Apache Parquet	apache crunch]], [[apache pig]], [[cascading (software
8	Apache Parquet	apache pig]], [[cascading (software
9	Apache Parquet	apache pig]] are working it. ==see also== {{portal|free software
10	Apache Parquet	apache}} [[category:2015 software]] [[category:apache software
11	Apache Parquet	apache}} [[category:2015 software
12	Apache Parquet	apache software foundation|parquet]] [[category:cloud computing]] [[category:free system software
13	Apache Parquet	apache software
0	Apache LDAP API	apache ldap api | developer = [[apache software
1	Apache LDAP API	apache software
2	Apache LDAP API	apache.org/api/}} }} '''apache ldap api''' is an [[open source]] project of the [[apache software
3	Apache LDAP API	apache ldap api''' is an [[open source]] project of the [[apache software
4	Apache LDAP API	apache software
5	Apache LDAP API	apache.org/api/ apache directory ldap api project page] {{apache}} [[category:apache software
6	Apache LDAP API	apache directory ldap api project page] {{apache}} [[category:apache software
7	Apache LDAP API	apache}} [[category:apache software foundation|directory]] [[category:directory services]] {{security-software
8	Apache LDAP API	apache}} [[category:apache software
9	Apache LDAP API	apache software foundation|directory]] [[category:directory services]] {{security-software
10	Apache LDAP API	apache software
0	Apache Celix	apache celix | logo = apache celix.png | developer = apache software
1	Apache Celix	apache celix.png | developer = apache software
2	Apache Celix	apache software
3	Apache Celix	apache software foundation]]. the project aims to provide a framework to develop (dynamic) modular software
4	Apache Celix	apache software
5	Apache Celix	apache.org/ apache celix website] * [https://github.com/apache/celix github mirror] [[category:apache software
6	Apache Celix	apache celix website] * [https://github.com/apache/celix github mirror] [[category:apache software
7	Apache Celix	apache/celix github mirror] [[category:apache software
8	Apache Celix	apache software foundation|celix]] [[category:embedded systems]] [[category:free software
9	Apache Celix	apache software
0	Apache Kudu	apache software
1	Apache Kudu	apache kudu is a top level project (tlp) under the umbrella of the apache software
2	Apache Kudu	apache software
3	Apache Kudu	apache.org/}} {{apache}} {{defaultsort:apache kudu}} [[category:2016 software]] [[category:apache software
4	Apache Kudu	apache.org/}} {{apache}} {{defaultsort:apache kudu}} [[category:2016 software
5	Apache Kudu	apache}} {{defaultsort:apache kudu}} [[category:2016 software]] [[category:apache software
6	Apache Kudu	apache}} {{defaultsort:apache kudu}} [[category:2016 software
7	Apache Kudu	apache kudu}} [[category:2016 software]] [[category:apache software
8	Apache Kudu	apache kudu}} [[category:2016 software
9	Apache Kudu	apache software foundation|kudu]] [[category:cloud computing]] [[category:free system software
10	Apache Kudu	apache software
0	Aika (software)	apache license]] | website = {{url|http://www.aika-software
